Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Serbia,SRB,25.35877877,24.97632362,24.59386846,24.21141331,23.82895815,23.446503,23.06404784,22.68159269,19.3946991,21.5746994,22.81259918,23.03499985,22.02669907,19.7730999,21.49729919,20.6446991,17.51129913,17.51079941
Slovak Republic,SVK,15.30957166,15.09121451,14.87285735,16.85000038,16.17000008,14.42000008,12.76000023,11.05000019,9.640000343,12.18999958,13.77999973,13.88000011,14.52000046,14.23999977,12.77000046,13.30000019,10.86999989,10.44999981
Slovenia,SVN,6.405618982,6.575190411,6.744761839,7.079999924,5.570000172,8.18999958,8.409999847,6.800000191,6.730000019,7.909999847,8.079999924,7.769999981,9.68999958,9.850000381,9.659999847,9.949999809,9.079999924,6.75
Sweden,SWE,10.29142852,10.07728567,9.863142817,6.599999905,8.199999809,14.75,9.619999886,7.510000229,7.480000019,9.75,7.789999962,7.570000172,7.880000114,7.71999979,7.510000229,6.920000076,6.869999886,6.079999924
Europe & Central Asia (IDA & IBRD countries),TEC,13.75039498,13.84328753,13.93618007,14.02907262,14.12196516,14.21485771,14.30775025,14.4006428,14.49353534,14.81902183,14.2346092,14.96385359,14.88558219,13.35511067,13.5948859,13.23701287,13.15325276,13.06949264
Togo,TGO,6.322299957,6.322299957,6.322299957,6.322299957,6.322299957,6.322299957,6.322299957,6.322299957,6.322299957,6.322299957,6.322299957,6.129300117,6.129300117,6.129300117,13.83329964,6.03429985,6.03429985,6.03429985
Thailand,THA,9.149000931,8.991000843,8.833000755,8.675000668,8.51700058,8.359000492,8.201000404,8.043000317,7.885000229,7.690000057,7.570000172,7.519999981,7.179999828,8.674599648,8.83409977,9.253199577,10.62090015,11.98860073
Tajikistan,TJK,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063,30.41900063
Latin America & the Caribbean (IDA & IBRD countries),TLA,9.551476235,9.797474293,10.04347235,10.28947041,10.53546847,11.56769382,11.07203607,10.67425006,10.94696709,12.32142285,12.32142285,12.45187077,11.97351564,12.62731077,12.358736,13.37565518,13.872762,14.09323634
Timor-Leste,TLS,15.60620022,15.60620022,15.60620022,15.60620022,15.60620022,15.60620022,15.60620022,15.60620022,15.60620022,15.60620022,15.60620022,15.60620022,15.60620022,22.07349968,22.07349968,22.07349968,16.23340034,16.23340034
South Asia (IDA & IBRD),TSA,9.890999794,9.890999794,9.890999794,9.890999794,7.579999924,8.40039058,8.40039058,8.40039058,8.40039058,8.40039058,8.562465501,8.562465501,7.96269989,7.96269989,7.96269989,7.96269989,7.96269989,7.96269989
Trinidad and Tobago,TTO,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893,45.86999893
Turkey,TUR,22.73999977,22.73999977,22.73999977,22.73999977,22.73999977,22.73999977,22.73999977,23.73999977,22.39999962,22.03000069,19.59000015,17.11000061,17.54999924,15.03999996,14.61999989,14.10999966,14.5,14.60999966
Tanzania,TZA,10.38980007,9.519200796,8.809400554,8.099600312,7.38980007,6.679999828,6.67509985,6.67509985,6.67509985,6.67509985,6.67509985,6.67509985,6.67509985,6.67509985,10.62199974,10.62199974,10.62199974,10.62199974
Uganda,UGA,6.23999958,5.66999979,5.1,4.53000021,3.96000042,4.53000021,5.1,5.66999979,6.23999958,6.809999371,7.379999161,7.949998951,9.884799957,3.309999943,9.6,15.89000006,22.18000011,23.68000031
Ukraine,UKR,16.23999977,15.62399631,14.43199804,13.23999977,12.0480015,12.57200128,13.09600107,13.62000085,14.14400063,16.23999977,13.62000085,14.93000031,16.23999977,17.54999923,16.23999977,14.93000031,15.35999966,13.46000004
Uruguay,URY,15.28450012,15.28450012,11.55250168,13.4185009,15.28450012,17.15049934,15.80609989,14.46170044,14.26410007,13.17029953,14.23550034,13.15880013,13.67619991,14.19639969,14.26939964,15.38949966,15.40880013,14.72799969
United States,USA,12.8263998,13.90820026,14.84490013,15.37539959,14.69639969,14.82559967,13.5383997,13.56869984,15.46790028,19.1753006,19.58670044,17.99699974,17.83200073,17.37929916,15.69120026,14.71969986,14.29959965,13.01539993
"Venezuela, RB",VEN,13.19550133,12.52400112,11.85250092,11.18100071,10.5095005,9.838000298,9.166500092,8.268799782,8.470600128,10.28289986,12.77420044,12.43640041,12.53960037,12.34880034,12.23150031,12.11420027,11.99690024,11.87960021
South Africa,ZAF,27.37879944,29.68029976,24.59469986,31.04700089,29.68959999,29.25979996,28.22719955,27.6473999,28.82913215,28.91547264,29.00181314,29.08815363,29.17449413,29.25650024,28.75939941,27.9484005,28.58779907,28.22809982
Zimbabwe,ZWE,25.42740107,25.42740107,25.42740107,25.42740107,25.42740107,25.42740107,25.42740107,25.42740107,25.42740107,25.42740107,25.42740107,11.0248003,25.42740107,25.42740107,39.83000183,25.42740107,25.42740107,25.42740107
